	included_in_Bacdive	Physiology_and_metabolism_oxygen_tolerance_oxygen_tolerance	Morphology_cell_morphology_gram_stain	Physiology_and_metabolism_antibiotic_resistance_is_resistant	Morphology_cell_morphology_motility
ASV555	unknown	unknown	unknown	unknown	unknown
ASV556	unknown	unknown	unknown	unknown	unknown
ASV557	unknown	unknown	unknown	unknown	unknown
ASV558	unknown	unknown	unknown	unknown	unknown
ASV559	yes	unknown	unknown	unknown	unknown
ASV560	unknown	unknown	unknown	unknown	unknown
ASV561	unknown	unknown	unknown	unknown	unknown
ASV562	unknown	unknown	unknown	unknown	unknown
ASV563	unknown	unknown	unknown	unknown	unknown
ASV564	unknown	unknown	unknown	unknown	unknown
ASV565	unknown	unknown	unknown	unknown	unknown
ASV566	unknown	unknown	unknown	unknown	unknown
ASV567	yes	anaerobe	unknown	unknown	unknown
ASV568	unknown	unknown	unknown	unknown	unknown
ASV569	unknown	unknown	unknown	unknown	unknown
ASV570	unknown	unknown	unknown	unknown	unknown
ASV571	unknown	unknown	unknown	unknown	unknown
ASV572	unknown	unknown	unknown	unknown	unknown
ASV573	unknown	unknown	unknown	unknown	unknown
ASV574	yes	anaerobe	negative	unknown	unknown
ASV575	yes	mixed	unknown	unknown	unknown
ASV576	unknown	unknown	unknown	unknown	unknown
ASV577	unknown	unknown	unknown	unknown	unknown
ASV578	yes	anaerobe	unknown	unknown	unknown
ASV579	unknown	unknown	unknown	unknown	unknown
ASV580	unknown	unknown	unknown	unknown	unknown
ASV581	unknown	unknown	unknown	unknown	unknown
ASV582	unknown	unknown	unknown	unknown	unknown
ASV583	unknown	unknown	unknown	unknown	unknown
ASV584	no	unknown	unknown	unknown	unknown
ASV585	unknown	unknown	unknown	unknown	unknown
ASV586	unknown	unknown	unknown	unknown	unknown
ASV587	unknown	unknown	unknown	unknown	unknown
ASV588	unknown	unknown	unknown	unknown	unknown
ASV589	unknown	unknown	unknown	unknown	unknown
ASV590	unknown	unknown	unknown	unknown	unknown
ASV591	unknown	unknown	unknown	unknown	unknown
ASV592	unknown	unknown	unknown	unknown	unknown
ASV593	unknown	unknown	unknown	unknown	unknown
ASV594	yes	unknown	unknown	unknown	unknown
ASV595	unknown	unknown	unknown	unknown	unknown
ASV596	unknown	unknown	unknown	unknown	unknown
ASV597	unknown	unknown	unknown	unknown	unknown
ASV598	unknown	unknown	unknown	unknown	unknown
ASV599	yes	unknown	unknown	unknown	unknown
ASV600	unknown	unknown	unknown	unknown	unknown
ASV601	unknown	unknown	unknown	unknown	unknown
ASV602	unknown	unknown	unknown	unknown	unknown
ASV603	unknown	unknown	unknown	unknown	unknown
ASV604	unknown	unknown	unknown	unknown	unknown
ASV605	yes	unknown	unknown	unknown	unknown
ASV606	unknown	unknown	unknown	unknown	unknown
ASV607	unknown	unknown	unknown	unknown	unknown
ASV608	unknown	unknown	unknown	unknown	unknown
ASV609	unknown	unknown	unknown	unknown	unknown
ASV610	unknown	unknown	unknown	unknown	unknown
ASV611	unknown	unknown	unknown	unknown	unknown
ASV612	yes	anaerobe	unknown	unknown	unknown
ASV613	unknown	unknown	unknown	unknown	unknown
ASV614	unknown	unknown	unknown	unknown	unknown
ASV615	unknown	unknown	unknown	unknown	unknown
ASV616	unknown	unknown	unknown	unknown	unknown
ASV617	unknown	unknown	unknown	unknown	unknown
ASV618	unknown	unknown	unknown	unknown	unknown
ASV619	unknown	unknown	unknown	unknown	unknown
ASV620	unknown	unknown	unknown	unknown	unknown
ASV621	unknown	unknown	unknown	unknown	unknown
ASV622	unknown	unknown	unknown	unknown	unknown
ASV623	unknown	unknown	unknown	unknown	unknown
ASV624	unknown	unknown	unknown	unknown	unknown
ASV625	unknown	unknown	unknown	unknown	unknown
ASV626	yes	anaerobe	negative	unknown	no
ASV627	yes	unknown	unknown	unknown	unknown
ASV628	yes	anaerobe	unknown	unknown	unknown
ASV629	unknown	unknown	unknown	unknown	unknown
ASV630	unknown	unknown	unknown	unknown	unknown
ASV631	unknown	unknown	unknown	unknown	unknown
ASV632	unknown	unknown	unknown	unknown	unknown
ASV633	unknown	unknown	unknown	unknown	unknown
ASV634	unknown	unknown	unknown	unknown	unknown
ASV635	unknown	unknown	unknown	unknown	unknown
ASV636	unknown	unknown	unknown	unknown	unknown
ASV637	unknown	unknown	unknown	unknown	unknown
ASV638	unknown	unknown	unknown	unknown	unknown
ASV639	unknown	unknown	unknown	unknown	unknown
ASV640	unknown	unknown	unknown	unknown	unknown
ASV641	unknown	unknown	unknown	unknown	unknown
ASV642	unknown	unknown	unknown	unknown	unknown
ASV643	unknown	unknown	unknown	unknown	unknown
ASV644	unknown	unknown	unknown	unknown	unknown
ASV645	unknown	unknown	unknown	unknown	unknown
ASV646	unknown	unknown	unknown	unknown	unknown
ASV647	unknown	unknown	unknown	unknown	unknown
ASV648	unknown	unknown	unknown	unknown	unknown
ASV649	unknown	unknown	unknown	unknown	unknown
ASV650	unknown	unknown	unknown	unknown	unknown
ASV651	unknown	unknown	unknown	unknown	unknown
ASV652	unknown	unknown	unknown	unknown	unknown
ASV653	unknown	unknown	unknown	unknown	unknown
ASV654	unknown	unknown	unknown	unknown	unknown
ASV655	unknown	unknown	unknown	unknown	unknown
ASV656	unknown	unknown	unknown	unknown	unknown
ASV657	unknown	unknown	unknown	unknown	unknown
ASV658	yes	unknown	negative	unknown	unknown
ASV659	unknown	unknown	unknown	unknown	unknown
ASV660	unknown	unknown	unknown	unknown	unknown
ASV661	unknown	unknown	unknown	unknown	unknown
ASV662	unknown	unknown	unknown	unknown	unknown
ASV663	unknown	unknown	unknown	unknown	unknown
ASV664	unknown	unknown	unknown	unknown	unknown
ASV665	unknown	unknown	unknown	unknown	unknown
ASV666	unknown	unknown	unknown	unknown	unknown
ASV667	unknown	unknown	unknown	unknown	unknown
ASV668	yes	microaerophile	unknown	unknown	unknown
ASV669	unknown	unknown	unknown	unknown	unknown
ASV670	unknown	unknown	unknown	unknown	unknown
ASV671	unknown	unknown	unknown	unknown	unknown
ASV672	unknown	unknown	unknown	unknown	unknown
ASV673	yes	microaerophile	unknown	unknown	unknown
ASV674	unknown	unknown	unknown	unknown	unknown
ASV675	unknown	unknown	unknown	unknown	unknown
ASV676	unknown	unknown	unknown	unknown	unknown
ASV677	unknown	unknown	unknown	unknown	unknown
ASV678	unknown	unknown	unknown	unknown	unknown
ASV679	unknown	unknown	unknown	unknown	unknown
ASV680	unknown	unknown	unknown	unknown	unknown
ASV681	unknown	unknown	unknown	unknown	unknown
ASV682	unknown	unknown	unknown	unknown	unknown
ASV683	unknown	unknown	unknown	unknown	unknown
ASV684	unknown	unknown	unknown	unknown	unknown
ASV685	yes	unknown	negative	unknown	no
ASV686	yes	microaerophile	unknown	unknown	unknown
ASV687	yes	aerobe	unknown	unknown	unknown
ASV688	unknown	unknown	unknown	unknown	unknown
ASV689	unknown	unknown	unknown	unknown	unknown
ASV690	unknown	unknown	unknown	unknown	unknown
ASV691	unknown	unknown	unknown	unknown	unknown
ASV692	yes	mixed	positive	unknown	unknown
ASV693	unknown	unknown	unknown	unknown	unknown
ASV694	unknown	unknown	unknown	unknown	unknown
ASV695	unknown	unknown	unknown	unknown	unknown
ASV696	unknown	unknown	unknown	unknown	unknown
ASV697	unknown	unknown	unknown	unknown	unknown
ASV698	unknown	unknown	unknown	unknown	unknown
ASV699	unknown	unknown	unknown	unknown	unknown
ASV700	yes	microaerophile	unknown	yes	unknown
ASV701	unknown	unknown	unknown	unknown	unknown
ASV702	unknown	unknown	unknown	unknown	unknown
ASV703	unknown	unknown	unknown	unknown	unknown
ASV704	unknown	unknown	unknown	unknown	unknown
ASV705	unknown	unknown	unknown	unknown	unknown
ASV706	unknown	unknown	unknown	unknown	unknown
ASV707	unknown	unknown	unknown	unknown	unknown
ASV708	unknown	unknown	unknown	unknown	unknown
ASV709	unknown	unknown	unknown	unknown	unknown
ASV710	yes	unknown	positive	unknown	no
ASV711	yes	anaerobe	negative	unknown	no
ASV712	unknown	unknown	unknown	unknown	unknown
ASV713	unknown	unknown	unknown	unknown	unknown
ASV714	unknown	unknown	unknown	unknown	unknown
ASV715	unknown	unknown	unknown	unknown	unknown
ASV716	unknown	unknown	unknown	unknown	unknown
ASV717	unknown	unknown	unknown	unknown	unknown
ASV718	unknown	unknown	unknown	unknown	unknown
ASV719	yes	anaerobe	unknown	unknown	unknown
ASV720	unknown	unknown	unknown	unknown	unknown
ASV721	unknown	unknown	unknown	unknown	unknown
ASV722	unknown	unknown	unknown	unknown	unknown
ASV723	unknown	unknown	unknown	unknown	unknown
ASV724	unknown	unknown	unknown	unknown	unknown
ASV725	unknown	unknown	unknown	unknown	unknown
ASV726	yes	microaerophile	positive	unknown	no
ASV727	yes	mixed	positive	unknown	no
ASV728	unknown	unknown	unknown	unknown	unknown
ASV729	unknown	unknown	unknown	unknown	unknown
ASV730	unknown	unknown	unknown	unknown	unknown
ASV731	unknown	unknown	unknown	unknown	unknown
ASV732	unknown	unknown	unknown	unknown	unknown
ASV733	unknown	unknown	unknown	unknown	unknown
ASV734	unknown	unknown	unknown	unknown	unknown
ASV735	unknown	unknown	unknown	unknown	unknown
ASV736	unknown	unknown	unknown	unknown	unknown
ASV737	unknown	unknown	unknown	unknown	unknown
ASV738	unknown	unknown	unknown	unknown	unknown
ASV739	unknown	unknown	unknown	unknown	unknown
ASV740	yes	unknown	negative	unknown	no
ASV741	yes	unknown	unknown	unknown	unknown
ASV742	unknown	unknown	unknown	unknown	unknown
ASV743	yes	unknown	unknown	unknown	unknown
ASV744	unknown	unknown	unknown	unknown	unknown
ASV745	unknown	unknown	unknown	unknown	unknown
ASV746	no	unknown	unknown	unknown	unknown
ASV747	yes	unknown	positive	unknown	no
ASV748	unknown	unknown	unknown	unknown	unknown
ASV749	unknown	unknown	unknown	unknown	unknown
ASV750	unknown	unknown	unknown	unknown	unknown
ASV751	unknown	unknown	unknown	unknown	unknown
ASV752	unknown	unknown	unknown	unknown	unknown
ASV753	unknown	unknown	unknown	unknown	unknown
ASV754	unknown	unknown	unknown	unknown	unknown
ASV755	unknown	unknown	unknown	unknown	unknown
ASV756	unknown	unknown	unknown	unknown	unknown
ASV757	unknown	unknown	unknown	unknown	unknown
ASV758	unknown	unknown	unknown	unknown	unknown
ASV759	unknown	unknown	unknown	unknown	unknown
ASV760	unknown	unknown	unknown	unknown	unknown
ASV761	unknown	unknown	unknown	unknown	unknown
ASV762	unknown	unknown	unknown	unknown	unknown
ASV763	unknown	unknown	unknown	unknown	unknown
ASV764	unknown	unknown	unknown	unknown	unknown
ASV765	unknown	unknown	unknown	unknown	unknown
ASV766	unknown	unknown	unknown	unknown	unknown
ASV767	unknown	unknown	unknown	unknown	unknown
ASV768	unknown	unknown	unknown	unknown	unknown
ASV769	unknown	unknown	unknown	unknown	unknown
ASV770	unknown	unknown	unknown	unknown	unknown
ASV771	unknown	unknown	unknown	unknown	unknown
ASV772	unknown	unknown	unknown	unknown	unknown
ASV773	unknown	unknown	unknown	unknown	unknown
ASV774	yes	unknown	positive	unknown	unknown
ASV775	unknown	unknown	unknown	unknown	unknown
ASV776	unknown	unknown	unknown	unknown	unknown
ASV777	unknown	unknown	unknown	unknown	unknown
ASV778	unknown	unknown	unknown	unknown	unknown
ASV779	unknown	unknown	unknown	unknown	unknown
ASV780	unknown	unknown	unknown	unknown	unknown
ASV781	unknown	unknown	unknown	unknown	unknown
ASV782	unknown	unknown	unknown	unknown	unknown
ASV783	unknown	unknown	unknown	unknown	unknown
ASV784	unknown	unknown	unknown	unknown	unknown
ASV785	unknown	unknown	unknown	unknown	unknown
ASV786	unknown	unknown	unknown	unknown	unknown
ASV787	unknown	unknown	unknown	unknown	unknown
ASV788	unknown	unknown	unknown	unknown	unknown
ASV789	unknown	unknown	unknown	unknown	unknown
ASV790	unknown	unknown	unknown	unknown	unknown
ASV791	unknown	unknown	unknown	unknown	unknown
ASV792	unknown	unknown	unknown	unknown	unknown
ASV793	unknown	unknown	unknown	unknown	unknown
ASV794	unknown	unknown	unknown	unknown	unknown
ASV795	unknown	unknown	unknown	unknown	unknown
ASV796	unknown	unknown	unknown	unknown	unknown
ASV797	unknown	unknown	unknown	unknown	unknown
ASV798	unknown	unknown	unknown	unknown	unknown
ASV799	yes	anaerobe	unknown	unknown	unknown
ASV800	unknown	unknown	unknown	unknown	unknown
ASV801	unknown	unknown	unknown	unknown	unknown
ASV802	unknown	unknown	unknown	unknown	unknown
ASV803	unknown	unknown	unknown	unknown	unknown
ASV804	yes	obligate_anaerobe	negative	unknown	no
ASV805	unknown	unknown	unknown	unknown	unknown
ASV806	unknown	unknown	unknown	unknown	unknown
ASV807	unknown	unknown	unknown	unknown	unknown
ASV808	unknown	unknown	unknown	unknown	unknown
ASV809	yes	unknown	negative	unknown	no
ASV810	unknown	unknown	unknown	unknown	unknown
ASV811	unknown	unknown	unknown	unknown	unknown
ASV812	unknown	unknown	unknown	unknown	unknown
ASV813	yes	unknown	positive	unknown	no
ASV814	unknown	unknown	unknown	unknown	unknown
ASV815	unknown	unknown	unknown	unknown	unknown
ASV816	unknown	unknown	unknown	unknown	unknown
ASV817	yes	unknown	positive	unknown	yes
ASV818	unknown	unknown	unknown	unknown	unknown
ASV819	yes	unknown	unknown	unknown	unknown
ASV820	yes	microaerophile	positive	unknown	no
ASV821	unknown	unknown	unknown	unknown	unknown
ASV822	unknown	unknown	unknown	unknown	unknown
ASV823	yes	anaerobe	unknown	unknown	unknown
ASV824	unknown	unknown	unknown	unknown	unknown
ASV825	unknown	unknown	unknown	unknown	unknown
ASV826	unknown	unknown	unknown	unknown	unknown
ASV827	unknown	unknown	unknown	unknown	unknown
ASV828	unknown	unknown	unknown	unknown	unknown
ASV829	unknown	unknown	unknown	unknown	unknown
ASV830	unknown	unknown	unknown	unknown	unknown
ASV831	unknown	unknown	unknown	unknown	unknown
ASV832	unknown	unknown	unknown	unknown	unknown
ASV833	unknown	unknown	unknown	unknown	unknown
ASV834	unknown	unknown	unknown	unknown	unknown
ASV835	unknown	unknown	unknown	unknown	unknown
ASV836	unknown	unknown	unknown	unknown	unknown
ASV837	yes	anaerobe	unknown	unknown	unknown
ASV838	unknown	unknown	unknown	unknown	unknown
ASV839	unknown	unknown	unknown	unknown	unknown
ASV840	unknown	unknown	unknown	unknown	unknown
ASV841	yes	unknown	negative	unknown	no
ASV842	unknown	unknown	unknown	unknown	unknown
ASV843	unknown	unknown	unknown	unknown	unknown
ASV844	unknown	unknown	unknown	unknown	unknown
ASV845	unknown	unknown	unknown	unknown	unknown
ASV846	unknown	unknown	unknown	unknown	unknown
ASV847	unknown	unknown	unknown	unknown	unknown
ASV848	unknown	unknown	unknown	unknown	unknown
ASV849	unknown	unknown	unknown	unknown	unknown
ASV850	yes	unknown	unknown	unknown	unknown
ASV851	unknown	unknown	unknown	unknown	unknown
ASV852	unknown	unknown	unknown	unknown	unknown
ASV853	unknown	unknown	unknown	unknown	unknown
ASV854	unknown	unknown	unknown	unknown	unknown
ASV855	unknown	unknown	unknown	unknown	unknown
ASV856	unknown	unknown	unknown	unknown	unknown
ASV857	unknown	unknown	unknown	unknown	unknown
ASV858	unknown	unknown	unknown	unknown	unknown
ASV859	unknown	unknown	unknown	unknown	unknown
ASV860	unknown	unknown	unknown	unknown	unknown
ASV861	unknown	unknown	unknown	unknown	unknown
ASV862	unknown	unknown	unknown	unknown	unknown
ASV863	yes	obligate_anaerobe	unknown	unknown	unknown
ASV864	unknown	unknown	unknown	unknown	unknown
ASV865	unknown	unknown	unknown	unknown	unknown
ASV866	unknown	unknown	unknown	unknown	unknown
ASV867	unknown	unknown	unknown	unknown	unknown
ASV868	unknown	unknown	unknown	unknown	unknown
ASV869	unknown	unknown	unknown	unknown	unknown
ASV870	unknown	unknown	unknown	unknown	unknown
ASV871	unknown	unknown	unknown	unknown	unknown
ASV872	unknown	unknown	unknown	unknown	unknown
ASV873	unknown	unknown	unknown	unknown	unknown
ASV874	unknown	unknown	unknown	unknown	unknown
ASV875	unknown	unknown	unknown	unknown	unknown
ASV876	unknown	unknown	unknown	unknown	unknown
ASV877	unknown	unknown	unknown	unknown	unknown
ASV878	unknown	unknown	unknown	unknown	unknown
ASV879	unknown	unknown	unknown	unknown	unknown
ASV880	unknown	unknown	unknown	unknown	unknown
ASV881	unknown	unknown	unknown	unknown	unknown
ASV882	unknown	unknown	unknown	unknown	unknown
ASV883	unknown	unknown	unknown	unknown	unknown
ASV884	unknown	unknown	unknown	unknown	unknown
ASV885	unknown	unknown	unknown	unknown	unknown
ASV886	unknown	unknown	unknown	unknown	unknown
ASV887	unknown	unknown	unknown	unknown	unknown
ASV888	unknown	unknown	unknown	unknown	unknown
ASV889	yes	unknown	variable	unknown	no
ASV890	unknown	unknown	unknown	unknown	unknown
ASV891	unknown	unknown	unknown	unknown	unknown
ASV892	unknown	unknown	unknown	unknown	unknown
ASV893	unknown	unknown	unknown	unknown	unknown
ASV894	unknown	unknown	unknown	unknown	unknown
ASV895	unknown	unknown	unknown	unknown	unknown
ASV896	unknown	unknown	unknown	unknown	unknown
ASV897	unknown	unknown	unknown	unknown	unknown
ASV898	unknown	unknown	unknown	unknown	unknown
ASV899	unknown	unknown	unknown	unknown	unknown
ASV900	unknown	unknown	unknown	unknown	unknown
ASV901	unknown	unknown	unknown	unknown	unknown
ASV902	unknown	unknown	unknown	unknown	unknown
ASV903	unknown	unknown	unknown	unknown	unknown
ASV904	unknown	unknown	unknown	unknown	unknown
ASV905	unknown	unknown	unknown	unknown	unknown
ASV906	unknown	unknown	unknown	unknown	unknown
ASV907	unknown	unknown	unknown	unknown	unknown
ASV908	unknown	unknown	unknown	unknown	unknown
ASV909	unknown	unknown	unknown	unknown	unknown
ASV910	yes	anaerobe	unknown	unknown	unknown
ASV911	yes	unknown	unknown	unknown	unknown
ASV912	unknown	unknown	unknown	unknown	unknown
ASV913	unknown	unknown	unknown	unknown	unknown
ASV914	unknown	unknown	unknown	unknown	unknown
ASV915	unknown	unknown	unknown	unknown	unknown
ASV916	unknown	unknown	unknown	unknown	unknown
ASV917	yes	anaerobe	unknown	unknown	unknown
ASV918	unknown	unknown	unknown	unknown	unknown
ASV919	yes	anaerobe	unknown	unknown	unknown
ASV920	unknown	unknown	unknown	unknown	unknown
ASV921	unknown	unknown	unknown	unknown	unknown
ASV922	unknown	unknown	unknown	unknown	unknown
ASV923	unknown	unknown	unknown	unknown	unknown
ASV924	unknown	unknown	unknown	unknown	unknown
ASV925	unknown	unknown	unknown	unknown	unknown
ASV926	unknown	unknown	unknown	unknown	unknown
ASV927	yes	unknown	unknown	unknown	unknown
ASV928	unknown	unknown	unknown	unknown	unknown
ASV929	yes	unknown	unknown	unknown	unknown
ASV930	unknown	unknown	unknown	unknown	unknown
ASV931	unknown	unknown	unknown	unknown	unknown
ASV932	unknown	unknown	unknown	unknown	unknown
ASV933	unknown	unknown	unknown	unknown	unknown
ASV934	unknown	unknown	unknown	unknown	unknown
ASV935	unknown	unknown	unknown	unknown	unknown
ASV936	unknown	unknown	unknown	unknown	unknown
ASV937	unknown	unknown	unknown	unknown	unknown
ASV938	unknown	unknown	unknown	unknown	unknown
ASV939	unknown	unknown	unknown	unknown	unknown
ASV940	unknown	unknown	unknown	unknown	unknown
ASV941	unknown	unknown	unknown	unknown	unknown
ASV942	unknown	unknown	unknown	unknown	unknown
ASV943	unknown	unknown	unknown	unknown	unknown
ASV944	unknown	unknown	unknown	unknown	unknown
ASV945	unknown	unknown	unknown	unknown	unknown
ASV946	unknown	unknown	unknown	unknown	unknown
ASV947	yes	microaerophile	unknown	unknown	unknown
ASV948	unknown	unknown	unknown	unknown	unknown
ASV949	unknown	unknown	unknown	unknown	unknown
ASV950	unknown	unknown	unknown	unknown	unknown
ASV951	unknown	unknown	unknown	unknown	unknown
ASV952	unknown	unknown	unknown	unknown	unknown
ASV953	unknown	unknown	unknown	unknown	unknown
ASV954	unknown	unknown	unknown	unknown	unknown
ASV955	unknown	unknown	unknown	unknown	unknown
ASV956	unknown	unknown	unknown	unknown	unknown
ASV957	unknown	unknown	unknown	unknown	unknown
ASV958	unknown	unknown	unknown	unknown	unknown
ASV959	unknown	unknown	unknown	unknown	unknown
ASV960	unknown	unknown	unknown	unknown	unknown
ASV961	yes	unknown	negative	unknown	no
ASV962	unknown	unknown	unknown	unknown	unknown
ASV963	unknown	unknown	unknown	unknown	unknown
ASV964	unknown	unknown	unknown	unknown	unknown
ASV965	unknown	unknown	unknown	unknown	unknown
ASV966	unknown	unknown	unknown	unknown	unknown
ASV967	unknown	unknown	unknown	unknown	unknown
ASV968	unknown	unknown	unknown	unknown	unknown
ASV969	unknown	unknown	unknown	unknown	unknown
ASV970	unknown	unknown	unknown	unknown	unknown
ASV971	unknown	unknown	unknown	unknown	unknown
ASV972	unknown	unknown	unknown	unknown	unknown
ASV973	unknown	unknown	unknown	unknown	unknown
ASV974	unknown	unknown	unknown	unknown	unknown
ASV975	no	unknown	unknown	unknown	unknown
ASV976	unknown	unknown	unknown	unknown	unknown
ASV977	unknown	unknown	unknown	unknown	unknown
ASV978	unknown	unknown	unknown	unknown	unknown
ASV979	unknown	unknown	unknown	unknown	unknown
ASV980	unknown	unknown	unknown	unknown	unknown
ASV981	unknown	unknown	unknown	unknown	unknown
ASV982	unknown	unknown	unknown	unknown	unknown
ASV983	unknown	unknown	unknown	unknown	unknown
ASV984	yes	mixed	negative	unknown	no
ASV985	unknown	unknown	unknown	unknown	unknown
ASV986	unknown	unknown	unknown	unknown	unknown
ASV987	unknown	unknown	unknown	unknown	unknown
ASV988	yes	anaerobe	positive	unknown	no
ASV989	unknown	unknown	unknown	unknown	unknown
ASV990	unknown	unknown	unknown	unknown	unknown
ASV991	unknown	unknown	unknown	unknown	unknown
ASV992	yes	mixed	positive	unknown	unknown
ASV993	unknown	unknown	unknown	unknown	unknown
ASV994	unknown	unknown	unknown	unknown	unknown
ASV995	unknown	unknown	unknown	unknown	unknown
ASV996	unknown	unknown	unknown	unknown	unknown
ASV997	unknown	unknown	unknown	unknown	unknown
ASV998	unknown	unknown	unknown	unknown	unknown
ASV999	unknown	unknown	unknown	unknown	unknown
ASV1000	unknown	unknown	unknown	unknown	unknown
ASV1001	unknown	unknown	unknown	unknown	unknown
ASV1002	yes	anaerobe	unknown	unknown	unknown
ASV1003	yes	anaerobe	unknown	unknown	unknown
ASV1004	unknown	unknown	unknown	unknown	unknown
ASV1005	unknown	unknown	unknown	unknown	unknown
ASV1006	unknown	unknown	unknown	unknown	unknown
ASV1007	unknown	unknown	unknown	unknown	unknown
ASV1008	unknown	unknown	unknown	unknown	unknown
ASV1009	unknown	unknown	unknown	unknown	unknown
ASV1010	yes	aerobe	unknown	unknown	unknown
ASV1011	unknown	unknown	unknown	unknown	unknown
ASV1012	unknown	unknown	unknown	unknown	unknown
ASV1013	unknown	unknown	unknown	unknown	unknown
ASV1014	unknown	unknown	unknown	unknown	unknown
ASV1015	unknown	unknown	unknown	unknown	unknown
ASV1016	unknown	unknown	unknown	unknown	unknown
ASV1017	unknown	unknown	unknown	unknown	unknown
ASV1018	unknown	unknown	unknown	unknown	unknown
ASV1019	unknown	unknown	unknown	unknown	unknown
ASV1020	unknown	unknown	unknown	unknown	unknown
ASV1021	unknown	unknown	unknown	unknown	unknown
ASV1022	yes	anaerobe	unknown	unknown	unknown
ASV1023	unknown	unknown	unknown	unknown	unknown
ASV1024	unknown	unknown	unknown	unknown	unknown
ASV1025	unknown	unknown	unknown	unknown	unknown
ASV1026	yes	unknown	unknown	unknown	unknown
ASV1027	unknown	unknown	unknown	unknown	unknown
ASV1028	unknown	unknown	unknown	unknown	unknown
ASV1029	unknown	unknown	unknown	unknown	unknown
ASV1030	unknown	unknown	unknown	unknown	unknown
ASV1031	unknown	unknown	unknown	unknown	unknown
ASV1032	yes	aerobe	unknown	unknown	unknown
ASV1033	unknown	unknown	unknown	unknown	unknown
ASV1034	unknown	unknown	unknown	unknown	unknown
ASV1035	unknown	unknown	unknown	unknown	unknown
ASV1036	unknown	unknown	unknown	unknown	unknown
ASV1037	unknown	unknown	unknown	unknown	unknown
ASV1038	unknown	unknown	unknown	unknown	unknown
ASV1039	unknown	unknown	unknown	unknown	unknown
ASV1040	unknown	unknown	unknown	unknown	unknown
ASV1041	unknown	unknown	unknown	unknown	unknown
ASV1042	unknown	unknown	unknown	unknown	unknown
ASV1043	unknown	unknown	unknown	unknown	unknown
ASV1044	unknown	unknown	unknown	unknown	unknown
ASV1045	unknown	unknown	unknown	unknown	unknown
ASV1046	unknown	unknown	unknown	unknown	unknown
ASV1047	unknown	unknown	unknown	unknown	unknown
ASV1048	unknown	unknown	unknown	unknown	unknown
ASV1049	unknown	unknown	unknown	unknown	unknown
ASV1050	unknown	unknown	unknown	unknown	unknown
ASV1051	unknown	unknown	unknown	unknown	unknown
ASV1052	unknown	unknown	unknown	unknown	unknown
ASV1053	unknown	unknown	unknown	unknown	unknown
ASV1054	unknown	unknown	unknown	unknown	unknown
ASV1055	unknown	unknown	unknown	unknown	unknown
ASV1056	unknown	unknown	unknown	unknown	unknown
ASV1057	unknown	unknown	unknown	unknown	unknown
ASV1058	no	unknown	unknown	unknown	unknown
ASV1059	unknown	unknown	unknown	unknown	unknown
ASV1060	unknown	unknown	unknown	unknown	unknown
ASV1061	unknown	unknown	unknown	unknown	unknown
ASV1062	unknown	unknown	unknown	unknown	unknown
ASV1063	unknown	unknown	unknown	unknown	unknown
ASV1064	unknown	unknown	unknown	unknown	unknown
ASV1065	yes	microaerophile	unknown	unknown	unknown
ASV1066	unknown	unknown	unknown	unknown	unknown
ASV1067	unknown	unknown	unknown	unknown	unknown
ASV1068	unknown	unknown	unknown	unknown	unknown
ASV1069	unknown	unknown	unknown	unknown	unknown
ASV1070	unknown	unknown	unknown	unknown	unknown
ASV1071	unknown	unknown	unknown	unknown	unknown
ASV1072	unknown	unknown	unknown	unknown	unknown
ASV1073	unknown	unknown	unknown	unknown	unknown
ASV1074	unknown	unknown	unknown	unknown	unknown
ASV1075	unknown	unknown	unknown	unknown	unknown
ASV1076	unknown	unknown	unknown	unknown	unknown
ASV1077	no	unknown	unknown	unknown	unknown
ASV1078	unknown	unknown	unknown	unknown	unknown
ASV1079	unknown	unknown	unknown	unknown	unknown
ASV1080	unknown	unknown	unknown	unknown	unknown
ASV1081	unknown	unknown	unknown	unknown	unknown
ASV1082	unknown	unknown	unknown	unknown	unknown
ASV1083	unknown	unknown	unknown	unknown	unknown
ASV1084	unknown	unknown	unknown	unknown	unknown
ASV1085	unknown	unknown	unknown	unknown	unknown
ASV1086	unknown	unknown	unknown	unknown	unknown
ASV1087	unknown	unknown	unknown	unknown	unknown
ASV1088	unknown	unknown	unknown	unknown	unknown
ASV1089	unknown	unknown	unknown	unknown	unknown
ASV1090	yes	anaerobe	unknown	unknown	unknown
ASV1091	yes	anaerobe	negative	unknown	no
ASV1092	yes	anaerobe	unknown	unknown	unknown
ASV1093	unknown	unknown	unknown	unknown	unknown
ASV1094	unknown	unknown	unknown	unknown	unknown
ASV1095	unknown	unknown	unknown	unknown	unknown
ASV1096	yes	unknown	unknown	unknown	unknown
ASV1097	unknown	unknown	unknown	unknown	unknown
ASV1098	unknown	unknown	unknown	unknown	unknown
ASV1099	yes	unknown	unknown	unknown	unknown
ASV1100	unknown	unknown	unknown	unknown	unknown
ASV1101	unknown	unknown	unknown	unknown	unknown
ASV1102	unknown	unknown	unknown	unknown	unknown
ASV1103	unknown	unknown	unknown	unknown	unknown
ASV1104	unknown	unknown	unknown	unknown	unknown
ASV1105	unknown	unknown	unknown	unknown	unknown
ASV1106	unknown	unknown	unknown	unknown	unknown
ASV1107	unknown	unknown	unknown	unknown	unknown
ASV1108	unknown	unknown	unknown	unknown	unknown
