	included_in_Bacdive	Physiology_and_metabolism_oxygen_tolerance_oxygen_tolerance	Morphology_cell_morphology_gram_stain	Physiology_and_metabolism_antibiotic_resistance_is_resistant	Morphology_cell_morphology_motility
ASV1304	yes	unknown	negative	unknown	unknown
ASV1305	unknown	unknown	unknown	unknown	unknown
ASV1306	unknown	unknown	unknown	unknown	unknown
ASV1307	unknown	unknown	unknown	unknown	unknown
ASV1308	unknown	unknown	unknown	unknown	unknown
ASV1309	unknown	unknown	unknown	unknown	unknown
ASV1310	unknown	unknown	unknown	unknown	unknown
ASV1311	unknown	unknown	unknown	unknown	unknown
ASV1312	unknown	unknown	unknown	unknown	unknown
ASV1313	unknown	unknown	unknown	unknown	unknown
ASV1314	unknown	unknown	unknown	unknown	unknown
ASV1315	unknown	unknown	unknown	unknown	unknown
ASV1316	unknown	unknown	unknown	unknown	unknown
ASV1317	unknown	unknown	unknown	unknown	unknown
ASV1318	unknown	unknown	unknown	unknown	unknown
ASV1319	unknown	unknown	unknown	unknown	unknown
ASV1320	unknown	unknown	unknown	unknown	unknown
ASV1321	unknown	unknown	unknown	unknown	unknown
ASV1322	unknown	unknown	unknown	unknown	unknown
ASV1323	unknown	unknown	unknown	unknown	unknown
ASV1324	unknown	unknown	unknown	unknown	unknown
ASV1325	unknown	unknown	unknown	unknown	unknown
ASV1326	unknown	unknown	unknown	unknown	unknown
ASV1327	unknown	unknown	unknown	unknown	unknown
ASV1328	unknown	unknown	unknown	unknown	unknown
ASV1329	unknown	unknown	unknown	unknown	unknown
ASV1330	unknown	unknown	unknown	unknown	unknown
ASV1331	unknown	unknown	unknown	unknown	unknown
ASV1332	unknown	unknown	unknown	unknown	unknown
ASV1333	unknown	unknown	unknown	unknown	unknown
ASV1334	unknown	unknown	unknown	unknown	unknown
ASV1335	unknown	unknown	unknown	unknown	unknown
ASV1336	unknown	unknown	unknown	unknown	unknown
ASV1337	unknown	unknown	unknown	unknown	unknown
ASV1338	unknown	unknown	unknown	unknown	unknown
ASV1339	unknown	unknown	unknown	unknown	unknown
ASV1340	unknown	unknown	unknown	unknown	unknown
ASV1341	unknown	unknown	unknown	unknown	unknown
ASV1342	unknown	unknown	unknown	unknown	unknown
ASV1343	unknown	unknown	unknown	unknown	unknown
ASV1344	unknown	unknown	unknown	unknown	unknown
ASV1345	unknown	unknown	unknown	unknown	unknown
ASV1346	unknown	unknown	unknown	unknown	unknown
ASV1347	unknown	unknown	unknown	unknown	unknown
ASV1348	unknown	unknown	unknown	unknown	unknown
ASV1349	yes	anaerobe	unknown	unknown	unknown
ASV1350	yes	anaerobe	unknown	unknown	unknown
ASV1351	unknown	unknown	unknown	unknown	unknown
ASV1352	unknown	unknown	unknown	unknown	unknown
ASV1353	unknown	unknown	unknown	unknown	unknown
ASV1354	unknown	unknown	unknown	unknown	unknown
ASV1355	unknown	unknown	unknown	unknown	unknown
ASV1356	unknown	unknown	unknown	unknown	unknown
ASV1357	unknown	unknown	unknown	unknown	unknown
ASV1358	unknown	unknown	unknown	unknown	unknown
ASV1359	unknown	unknown	unknown	unknown	unknown
ASV1360	unknown	unknown	unknown	unknown	unknown
ASV1361	unknown	unknown	unknown	unknown	unknown
ASV1362	unknown	unknown	unknown	unknown	unknown
ASV1363	unknown	unknown	unknown	unknown	unknown
ASV1364	unknown	unknown	unknown	unknown	unknown
ASV1365	unknown	unknown	unknown	unknown	unknown
ASV1366	unknown	unknown	unknown	unknown	unknown
ASV1367	unknown	unknown	unknown	unknown	unknown
ASV1368	unknown	unknown	unknown	unknown	unknown
ASV1369	unknown	unknown	unknown	unknown	unknown
ASV1370	yes	unknown	unknown	unknown	unknown
ASV1371	unknown	unknown	unknown	unknown	unknown
ASV1372	unknown	unknown	unknown	unknown	unknown
ASV1373	unknown	unknown	unknown	unknown	unknown
ASV1374	unknown	unknown	unknown	unknown	unknown
ASV1375	unknown	unknown	unknown	unknown	unknown
ASV1376	unknown	unknown	unknown	unknown	unknown
ASV1377	unknown	unknown	unknown	unknown	unknown
ASV1378	unknown	unknown	unknown	unknown	unknown
ASV1379	unknown	unknown	unknown	unknown	unknown
ASV1380	unknown	unknown	unknown	unknown	unknown
ASV1381	unknown	unknown	unknown	unknown	unknown
ASV1382	unknown	unknown	unknown	unknown	unknown
ASV1383	unknown	unknown	unknown	unknown	unknown
ASV1384	unknown	unknown	unknown	unknown	unknown
ASV1385	unknown	unknown	unknown	unknown	unknown
ASV1386	unknown	unknown	unknown	unknown	unknown
ASV1387	unknown	unknown	unknown	unknown	unknown
ASV1388	unknown	unknown	unknown	unknown	unknown
ASV1389	unknown	unknown	unknown	unknown	unknown
ASV1390	unknown	unknown	unknown	unknown	unknown
ASV1391	unknown	unknown	unknown	unknown	unknown
ASV1392	unknown	unknown	unknown	unknown	unknown
ASV1393	yes	unknown	unknown	unknown	unknown
ASV1394	unknown	unknown	unknown	unknown	unknown
ASV1395	unknown	unknown	unknown	unknown	unknown
ASV1396	unknown	unknown	unknown	unknown	unknown
ASV1397	unknown	unknown	unknown	unknown	unknown
ASV1398	unknown	unknown	unknown	unknown	unknown
ASV1399	unknown	unknown	unknown	unknown	unknown
ASV1400	unknown	unknown	unknown	unknown	unknown
ASV1401	unknown	unknown	unknown	unknown	unknown
ASV1402	unknown	unknown	unknown	unknown	unknown
ASV1403	unknown	unknown	unknown	unknown	unknown
ASV1404	yes	microaerophile	negative	unknown	no
ASV1405	unknown	unknown	unknown	unknown	unknown
ASV1406	unknown	unknown	unknown	unknown	unknown
ASV1407	unknown	unknown	unknown	unknown	unknown
ASV1408	unknown	unknown	unknown	unknown	unknown
ASV1409	unknown	unknown	unknown	unknown	unknown
ASV1410	unknown	unknown	unknown	unknown	unknown
ASV1411	no	unknown	unknown	unknown	unknown
ASV1412	unknown	unknown	unknown	unknown	unknown
ASV1413	unknown	unknown	unknown	unknown	unknown
ASV1414	unknown	unknown	unknown	unknown	unknown
ASV1415	unknown	unknown	unknown	unknown	unknown
ASV1416	unknown	unknown	unknown	unknown	unknown
ASV1417	unknown	unknown	unknown	unknown	unknown
ASV1418	yes	anaerobe	positive	unknown	no
ASV1419	unknown	unknown	unknown	unknown	unknown
ASV1420	unknown	unknown	unknown	unknown	unknown
ASV1421	unknown	unknown	unknown	unknown	unknown
ASV1422	unknown	unknown	unknown	unknown	unknown
ASV1423	unknown	unknown	unknown	unknown	unknown
ASV1424	unknown	unknown	unknown	unknown	unknown
ASV1425	yes	microaerophile	unknown	yes	unknown
ASV1426	unknown	unknown	unknown	unknown	unknown
ASV1427	unknown	unknown	unknown	unknown	unknown
ASV1428	no	unknown	unknown	unknown	unknown
ASV1429	unknown	unknown	unknown	unknown	unknown
ASV1430	yes	anaerobe	negative	unknown	unknown
ASV1431	yes	anaerobe	positive	unknown	unknown
ASV1432	unknown	unknown	unknown	unknown	unknown
ASV1433	unknown	unknown	unknown	unknown	unknown
ASV1434	unknown	unknown	unknown	unknown	unknown
ASV1435	unknown	unknown	unknown	unknown	unknown
ASV1436	unknown	unknown	unknown	unknown	unknown
ASV1437	unknown	unknown	unknown	unknown	unknown
ASV1438	unknown	unknown	unknown	unknown	unknown
ASV1439	unknown	unknown	unknown	unknown	unknown
ASV1440	unknown	unknown	unknown	unknown	unknown
ASV1441	unknown	unknown	unknown	unknown	unknown
ASV1442	unknown	unknown	unknown	unknown	unknown
ASV1443	unknown	unknown	unknown	unknown	unknown
ASV1444	unknown	unknown	unknown	unknown	unknown
ASV1445	unknown	unknown	unknown	unknown	unknown
ASV1446	unknown	unknown	unknown	unknown	unknown
ASV1447	unknown	unknown	unknown	unknown	unknown
ASV1448	unknown	unknown	unknown	unknown	unknown
ASV1449	unknown	unknown	unknown	unknown	unknown
ASV1450	unknown	unknown	unknown	unknown	unknown
ASV1451	unknown	unknown	unknown	unknown	unknown
ASV1452	unknown	unknown	unknown	unknown	unknown
ASV1453	unknown	unknown	unknown	unknown	unknown
ASV1454	unknown	unknown	unknown	unknown	unknown
ASV1455	unknown	unknown	unknown	unknown	unknown
ASV1456	unknown	unknown	unknown	unknown	unknown
ASV1457	unknown	unknown	unknown	unknown	unknown
ASV1458	unknown	unknown	unknown	unknown	unknown
ASV1459	unknown	unknown	unknown	unknown	unknown
ASV1460	unknown	unknown	unknown	unknown	unknown
ASV1461	unknown	unknown	unknown	unknown	unknown
ASV1462	unknown	unknown	unknown	unknown	unknown
ASV1463	unknown	unknown	unknown	unknown	unknown
ASV1464	unknown	unknown	unknown	unknown	unknown
ASV1465	unknown	unknown	unknown	unknown	unknown
ASV1466	unknown	unknown	unknown	unknown	unknown
ASV1467	unknown	unknown	unknown	unknown	unknown
ASV1468	unknown	unknown	unknown	unknown	unknown
ASV1469	unknown	unknown	unknown	unknown	unknown
ASV1470	unknown	unknown	unknown	unknown	unknown
ASV1471	unknown	unknown	unknown	unknown	unknown
ASV1472	unknown	unknown	unknown	unknown	unknown
ASV1473	unknown	unknown	unknown	unknown	unknown
ASV1474	unknown	unknown	unknown	unknown	unknown
ASV1475	yes	microaerophile	unknown	unknown	unknown
ASV1476	unknown	unknown	unknown	unknown	unknown
ASV1477	unknown	unknown	unknown	unknown	unknown
ASV1478	unknown	unknown	unknown	unknown	unknown
ASV1479	yes	mixed	unknown	unknown	unknown
ASV1480	unknown	unknown	unknown	unknown	unknown
ASV1481	unknown	unknown	unknown	unknown	unknown
ASV1482	unknown	unknown	unknown	unknown	unknown
ASV1483	unknown	unknown	unknown	unknown	unknown
ASV1484	unknown	unknown	unknown	unknown	unknown
ASV1485	unknown	unknown	unknown	unknown	unknown
ASV1486	unknown	unknown	unknown	unknown	unknown
ASV1487	unknown	unknown	unknown	unknown	unknown
ASV1488	unknown	unknown	unknown	unknown	unknown
ASV1489	unknown	unknown	unknown	unknown	unknown
ASV1490	unknown	unknown	unknown	unknown	unknown
ASV1491	unknown	unknown	unknown	unknown	unknown
ASV1492	unknown	unknown	unknown	unknown	unknown
ASV1493	unknown	unknown	unknown	unknown	unknown
ASV1494	unknown	unknown	unknown	unknown	unknown
ASV1495	unknown	unknown	unknown	unknown	unknown
ASV1496	unknown	unknown	unknown	unknown	unknown
ASV1497	unknown	unknown	unknown	unknown	unknown
ASV1498	unknown	unknown	unknown	unknown	unknown
ASV1499	unknown	unknown	unknown	unknown	unknown
ASV1500	unknown	unknown	unknown	unknown	unknown
ASV1501	unknown	unknown	unknown	unknown	unknown
ASV1502	yes	mixed	unknown	unknown	unknown
ASV1503	unknown	unknown	unknown	unknown	unknown
ASV1504	unknown	unknown	unknown	unknown	unknown
ASV1505	unknown	unknown	unknown	unknown	unknown
ASV1506	unknown	unknown	unknown	unknown	unknown
ASV1507	unknown	unknown	unknown	unknown	unknown
ASV1508	unknown	unknown	unknown	unknown	unknown
ASV1509	unknown	unknown	unknown	unknown	unknown
ASV1510	unknown	unknown	unknown	unknown	unknown
ASV1511	unknown	unknown	unknown	unknown	unknown
ASV1512	unknown	unknown	unknown	unknown	unknown
ASV1513	unknown	unknown	unknown	unknown	unknown
ASV1514	unknown	unknown	unknown	unknown	unknown
ASV1515	unknown	unknown	unknown	unknown	unknown
ASV1516	unknown	unknown	unknown	unknown	unknown
ASV1517	unknown	unknown	unknown	unknown	unknown
ASV1518	unknown	unknown	unknown	unknown	unknown
ASV1519	yes	anaerobe	unknown	unknown	unknown
ASV1520	unknown	unknown	unknown	unknown	unknown
ASV1521	unknown	unknown	unknown	unknown	unknown
ASV1522	unknown	unknown	unknown	unknown	unknown
ASV1523	unknown	unknown	unknown	unknown	unknown
ASV1524	unknown	unknown	unknown	unknown	unknown
ASV1525	unknown	unknown	unknown	unknown	unknown
ASV1526	unknown	unknown	unknown	unknown	unknown
ASV1527	unknown	unknown	unknown	unknown	unknown
ASV1528	unknown	unknown	unknown	unknown	unknown
ASV1529	unknown	unknown	unknown	unknown	unknown
ASV1530	unknown	unknown	unknown	unknown	unknown
ASV1531	unknown	unknown	unknown	unknown	unknown
ASV1532	unknown	unknown	unknown	unknown	unknown
ASV1533	unknown	unknown	unknown	unknown	unknown
ASV1534	unknown	unknown	unknown	unknown	unknown
ASV1535	unknown	unknown	unknown	unknown	unknown
ASV1536	no	unknown	unknown	unknown	unknown
ASV1537	yes	anaerobe	unknown	unknown	unknown
ASV1538	unknown	unknown	unknown	unknown	unknown
ASV1539	unknown	unknown	unknown	unknown	unknown
ASV1540	unknown	unknown	unknown	unknown	unknown
ASV1541	unknown	unknown	unknown	unknown	unknown
ASV1542	unknown	unknown	unknown	unknown	unknown
ASV1543	unknown	unknown	unknown	unknown	unknown
ASV1544	unknown	unknown	unknown	unknown	unknown
ASV1545	unknown	unknown	unknown	unknown	unknown
ASV1546	unknown	unknown	unknown	unknown	unknown
ASV1547	unknown	unknown	unknown	unknown	unknown
ASV1548	unknown	unknown	unknown	unknown	unknown
ASV1549	unknown	unknown	unknown	unknown	unknown
ASV1550	unknown	unknown	unknown	unknown	unknown
ASV1551	yes	anaerobe	negative	unknown	unknown
ASV1552	yes	anaerobe	unknown	unknown	unknown
ASV1553	unknown	unknown	unknown	unknown	unknown
ASV1554	unknown	unknown	unknown	unknown	unknown
ASV1555	yes	aerobe	unknown	unknown	unknown
ASV1556	unknown	unknown	unknown	unknown	unknown
ASV1557	unknown	unknown	unknown	unknown	unknown
ASV1558	unknown	unknown	unknown	unknown	unknown
ASV1559	unknown	unknown	unknown	unknown	unknown
ASV1560	unknown	unknown	unknown	unknown	unknown
ASV1561	unknown	unknown	unknown	unknown	unknown
ASV1562	unknown	unknown	unknown	unknown	unknown
ASV1563	unknown	unknown	unknown	unknown	unknown
ASV1564	no	unknown	unknown	unknown	unknown
ASV1565	yes	microaerophile	unknown	unknown	unknown
ASV1566	unknown	unknown	unknown	unknown	unknown
ASV1567	unknown	unknown	unknown	unknown	unknown
ASV1568	yes	anaerobe	unknown	unknown	unknown
ASV1569	unknown	unknown	unknown	unknown	unknown
ASV1570	unknown	unknown	unknown	unknown	unknown
ASV1571	unknown	unknown	unknown	unknown	unknown
ASV1572	unknown	unknown	unknown	unknown	unknown
ASV1573	unknown	unknown	unknown	unknown	unknown
ASV1574	unknown	unknown	unknown	unknown	unknown
ASV1575	unknown	unknown	unknown	unknown	unknown
ASV1576	unknown	unknown	unknown	unknown	unknown
ASV1577	unknown	unknown	unknown	unknown	unknown
ASV1578	unknown	unknown	unknown	unknown	unknown
ASV1579	unknown	unknown	unknown	unknown	unknown
ASV1580	unknown	unknown	unknown	unknown	unknown
ASV1581	unknown	unknown	unknown	unknown	unknown
ASV1582	yes	microaerophile	unknown	yes	unknown
ASV1583	unknown	unknown	unknown	unknown	unknown
ASV1584	unknown	unknown	unknown	unknown	unknown
ASV1585	unknown	unknown	unknown	unknown	unknown
ASV1586	yes	mixed	unknown	unknown	unknown
ASV1587	unknown	unknown	unknown	unknown	unknown
ASV1588	unknown	unknown	unknown	unknown	unknown
ASV1589	unknown	unknown	unknown	unknown	unknown
ASV1590	unknown	unknown	unknown	unknown	unknown
ASV1591	unknown	unknown	unknown	unknown	unknown
ASV1592	unknown	unknown	unknown	unknown	unknown
ASV1593	unknown	unknown	unknown	unknown	unknown
ASV1594	unknown	unknown	unknown	unknown	unknown
ASV1595	unknown	unknown	unknown	unknown	unknown
ASV1596	unknown	unknown	unknown	unknown	unknown
ASV1597	unknown	unknown	unknown	unknown	unknown
ASV1598	unknown	unknown	unknown	unknown	unknown
ASV1599	unknown	unknown	unknown	unknown	unknown
ASV1600	unknown	unknown	unknown	unknown	unknown
ASV1601	unknown	unknown	unknown	unknown	unknown
ASV1602	unknown	unknown	unknown	unknown	unknown
ASV1603	unknown	unknown	unknown	unknown	unknown
ASV1604	unknown	unknown	unknown	unknown	unknown
ASV1605	unknown	unknown	unknown	unknown	unknown
ASV1606	unknown	unknown	unknown	unknown	unknown
ASV1607	unknown	unknown	unknown	unknown	unknown
ASV1608	unknown	unknown	unknown	unknown	unknown
ASV1609	unknown	unknown	unknown	unknown	unknown
ASV1610	unknown	unknown	unknown	unknown	unknown
ASV1611	unknown	unknown	unknown	unknown	unknown
ASV1612	unknown	unknown	unknown	unknown	unknown
ASV1613	unknown	unknown	unknown	unknown	unknown
ASV1614	unknown	unknown	unknown	unknown	unknown
ASV1615	unknown	unknown	unknown	unknown	unknown
ASV1616	unknown	unknown	unknown	unknown	unknown
ASV1617	unknown	unknown	unknown	unknown	unknown
ASV1618	unknown	unknown	unknown	unknown	unknown
ASV1619	unknown	unknown	unknown	unknown	unknown
ASV1620	unknown	unknown	unknown	unknown	unknown
ASV1621	unknown	unknown	unknown	unknown	unknown
ASV1622	unknown	unknown	unknown	unknown	unknown
ASV1623	unknown	unknown	unknown	unknown	unknown
ASV1624	unknown	unknown	unknown	unknown	unknown
ASV1625	unknown	unknown	unknown	unknown	unknown
ASV1626	unknown	unknown	unknown	unknown	unknown
ASV1627	unknown	unknown	unknown	unknown	unknown
ASV1628	unknown	unknown	unknown	unknown	unknown
ASV1629	unknown	unknown	unknown	unknown	unknown
ASV1630	unknown	unknown	unknown	unknown	unknown
ASV1631	unknown	unknown	unknown	unknown	unknown
ASV1632	unknown	unknown	unknown	unknown	unknown
ASV1633	unknown	unknown	unknown	unknown	unknown
ASV1634	unknown	unknown	unknown	unknown	unknown
ASV1635	unknown	unknown	unknown	unknown	unknown
ASV1636	unknown	unknown	unknown	unknown	unknown
ASV1637	unknown	unknown	unknown	unknown	unknown
ASV1638	unknown	unknown	unknown	unknown	unknown
ASV1639	yes	unknown	negative	unknown	no
ASV1640	unknown	unknown	unknown	unknown	unknown
ASV1641	unknown	unknown	unknown	unknown	unknown
ASV1642	unknown	unknown	unknown	unknown	unknown
ASV1643	unknown	unknown	unknown	unknown	unknown
ASV1644	unknown	unknown	unknown	unknown	unknown
ASV1645	unknown	unknown	unknown	unknown	unknown
ASV1646	unknown	unknown	unknown	unknown	unknown
ASV1647	yes	unknown	positive	unknown	yes
ASV1648	unknown	unknown	unknown	unknown	unknown
ASV1649	unknown	unknown	unknown	unknown	unknown
ASV1650	unknown	unknown	unknown	unknown	unknown
ASV1651	unknown	unknown	unknown	unknown	unknown
ASV1652	yes	anaerobe	unknown	unknown	unknown
ASV1653	unknown	unknown	unknown	unknown	unknown
ASV1654	unknown	unknown	unknown	unknown	unknown
ASV1655	unknown	unknown	unknown	unknown	unknown
ASV1656	yes	anaerobe	unknown	unknown	unknown
ASV1657	yes	mixed	unknown	unknown	unknown
ASV1658	unknown	unknown	unknown	unknown	unknown
ASV1659	unknown	unknown	unknown	unknown	unknown
ASV1660	unknown	unknown	unknown	unknown	unknown
ASV1661	unknown	unknown	unknown	unknown	unknown
ASV1662	yes	unknown	positive	unknown	unknown
ASV1663	unknown	unknown	unknown	unknown	unknown
ASV1664	unknown	unknown	unknown	unknown	unknown
ASV1665	unknown	unknown	unknown	unknown	unknown
ASV1666	unknown	unknown	unknown	unknown	unknown
ASV1667	unknown	unknown	unknown	unknown	unknown
ASV1668	yes	anaerobe	negative	unknown	unknown
ASV1669	yes	unknown	unknown	unknown	unknown
ASV1670	unknown	unknown	unknown	unknown	unknown
ASV1671	unknown	unknown	unknown	unknown	unknown
ASV1672	unknown	unknown	unknown	unknown	unknown
ASV1673	unknown	unknown	unknown	unknown	unknown
ASV1674	unknown	unknown	unknown	unknown	unknown
ASV1675	unknown	unknown	unknown	unknown	unknown
ASV1676	unknown	unknown	unknown	unknown	unknown
ASV1677	unknown	unknown	unknown	unknown	unknown
ASV1678	unknown	unknown	unknown	unknown	unknown
ASV1679	unknown	unknown	unknown	unknown	unknown
ASV1680	unknown	unknown	unknown	unknown	unknown
ASV1681	unknown	unknown	unknown	unknown	unknown
ASV1682	unknown	unknown	unknown	unknown	unknown
ASV1683	unknown	unknown	unknown	unknown	unknown
ASV1684	unknown	unknown	unknown	unknown	unknown
ASV1685	unknown	unknown	unknown	unknown	unknown
ASV1686	yes	microaerophile	unknown	unknown	unknown
ASV1687	unknown	unknown	unknown	unknown	unknown
ASV1688	unknown	unknown	unknown	unknown	unknown
ASV1689	unknown	unknown	unknown	unknown	unknown
ASV1690	unknown	unknown	unknown	unknown	unknown
ASV1691	yes	aerobe	negative	unknown	no
ASV1692	unknown	unknown	unknown	unknown	unknown
ASV1693	unknown	unknown	unknown	unknown	unknown
ASV1694	unknown	unknown	unknown	unknown	unknown
ASV1695	unknown	unknown	unknown	unknown	unknown
ASV1696	unknown	unknown	unknown	unknown	unknown
ASV1697	yes	mixed	unknown	unknown	unknown
ASV1698	unknown	unknown	unknown	unknown	unknown
ASV1699	unknown	unknown	unknown	unknown	unknown
ASV1700	unknown	unknown	unknown	unknown	unknown
ASV1701	unknown	unknown	unknown	unknown	unknown
ASV1702	no	unknown	unknown	unknown	unknown
ASV1703	unknown	unknown	unknown	unknown	unknown
ASV1704	unknown	unknown	unknown	unknown	unknown
ASV1705	unknown	unknown	unknown	unknown	unknown
ASV1706	unknown	unknown	unknown	unknown	unknown
ASV1707	unknown	unknown	unknown	unknown	unknown
ASV1708	unknown	unknown	unknown	unknown	unknown
ASV1709	yes	aerobe	unknown	unknown	unknown
ASV1710	unknown	unknown	unknown	unknown	unknown
ASV1711	unknown	unknown	unknown	unknown	unknown
ASV1712	unknown	unknown	unknown	unknown	unknown
ASV1713	unknown	unknown	unknown	unknown	unknown
ASV1714	unknown	unknown	unknown	unknown	unknown
ASV1715	unknown	unknown	unknown	unknown	unknown
ASV1716	unknown	unknown	unknown	unknown	unknown
ASV1717	unknown	unknown	unknown	unknown	unknown
ASV1718	unknown	unknown	unknown	unknown	unknown
ASV1719	unknown	unknown	unknown	unknown	unknown
ASV1720	unknown	unknown	unknown	unknown	unknown
ASV1721	unknown	unknown	unknown	unknown	unknown
ASV1722	unknown	unknown	unknown	unknown	unknown
ASV1723	unknown	unknown	unknown	unknown	unknown
ASV1724	unknown	unknown	unknown	unknown	unknown
ASV1725	unknown	unknown	unknown	unknown	unknown
ASV1726	unknown	unknown	unknown	unknown	unknown
ASV1727	yes	anaerobe	negative	unknown	unknown
ASV1728	unknown	unknown	unknown	unknown	unknown
ASV1729	unknown	unknown	unknown	unknown	unknown
ASV1730	unknown	unknown	unknown	unknown	unknown
ASV1731	unknown	unknown	unknown	unknown	unknown
ASV1732	unknown	unknown	unknown	unknown	unknown
ASV1733	unknown	unknown	unknown	unknown	unknown
ASV1734	unknown	unknown	unknown	unknown	unknown
ASV1735	unknown	unknown	unknown	unknown	unknown
ASV1736	unknown	unknown	unknown	unknown	unknown
ASV1737	unknown	unknown	unknown	unknown	unknown
ASV1738	unknown	unknown	unknown	unknown	unknown
ASV1739	unknown	unknown	unknown	unknown	unknown
ASV1740	unknown	unknown	unknown	unknown	unknown
ASV1741	unknown	unknown	unknown	unknown	unknown
ASV1742	unknown	unknown	unknown	unknown	unknown
ASV1743	unknown	unknown	unknown	unknown	unknown
ASV1744	unknown	unknown	unknown	unknown	unknown
ASV1745	unknown	unknown	unknown	unknown	unknown
ASV1746	unknown	unknown	unknown	unknown	unknown
ASV1747	unknown	unknown	unknown	unknown	unknown
ASV1748	unknown	unknown	unknown	unknown	unknown
ASV1749	unknown	unknown	unknown	unknown	unknown
ASV1750	unknown	unknown	unknown	unknown	unknown
ASV1751	unknown	unknown	unknown	unknown	unknown
ASV1752	unknown	unknown	unknown	unknown	unknown
ASV1753	unknown	unknown	unknown	unknown	unknown
ASV1754	unknown	unknown	unknown	unknown	unknown
ASV1755	unknown	unknown	unknown	unknown	unknown
ASV1756	unknown	unknown	unknown	unknown	unknown
ASV1757	unknown	unknown	unknown	unknown	unknown
ASV1758	unknown	unknown	unknown	unknown	unknown
ASV1759	unknown	unknown	unknown	unknown	unknown
ASV1760	unknown	unknown	unknown	unknown	unknown
ASV1761	unknown	unknown	unknown	unknown	unknown
ASV1762	unknown	unknown	unknown	unknown	unknown
ASV1763	unknown	unknown	unknown	unknown	unknown
ASV1764	no	unknown	unknown	unknown	unknown
ASV1765	unknown	unknown	unknown	unknown	unknown
ASV1766	unknown	unknown	unknown	unknown	unknown
ASV1767	unknown	unknown	unknown	unknown	unknown
ASV1768	unknown	unknown	unknown	unknown	unknown
ASV1769	unknown	unknown	unknown	unknown	unknown
ASV1770	yes	anaerobe	unknown	unknown	unknown
ASV1771	unknown	unknown	unknown	unknown	unknown
ASV1772	unknown	unknown	unknown	unknown	unknown
ASV1773	unknown	unknown	unknown	unknown	unknown
ASV1774	no	unknown	unknown	unknown	unknown
ASV1775	unknown	unknown	unknown	unknown	unknown
ASV1776	unknown	unknown	unknown	unknown	unknown
ASV1777	unknown	unknown	unknown	unknown	unknown
ASV1778	unknown	unknown	unknown	unknown	unknown
ASV1779	unknown	unknown	unknown	unknown	unknown
ASV1780	yes	anaerobe	unknown	unknown	unknown
ASV1781	unknown	unknown	unknown	unknown	unknown
ASV1782	unknown	unknown	unknown	unknown	unknown
ASV1783	unknown	unknown	unknown	unknown	unknown
ASV1784	unknown	unknown	unknown	unknown	unknown
ASV1785	unknown	unknown	unknown	unknown	unknown
ASV1786	unknown	unknown	unknown	unknown	unknown
ASV1787	unknown	unknown	unknown	unknown	unknown
ASV1788	unknown	unknown	unknown	unknown	unknown
ASV1789	unknown	unknown	unknown	unknown	unknown
ASV1790	unknown	unknown	unknown	unknown	unknown
ASV1791	unknown	unknown	unknown	unknown	unknown
ASV1792	unknown	unknown	unknown	unknown	unknown
ASV1793	unknown	unknown	unknown	unknown	unknown
ASV1794	unknown	unknown	unknown	unknown	unknown
ASV1795	unknown	unknown	unknown	unknown	unknown
ASV1796	yes	unknown	unknown	unknown	unknown
ASV1797	unknown	unknown	unknown	unknown	unknown
ASV1798	unknown	unknown	unknown	unknown	unknown
ASV1799	unknown	unknown	unknown	unknown	unknown
ASV1800	unknown	unknown	unknown	unknown	unknown
ASV1801	unknown	unknown	unknown	unknown	unknown
ASV1802	no	unknown	unknown	unknown	unknown
ASV1803	unknown	unknown	unknown	unknown	unknown
ASV1804	unknown	unknown	unknown	unknown	unknown
ASV1805	unknown	unknown	unknown	unknown	unknown
ASV1806	unknown	unknown	unknown	unknown	unknown
ASV1807	unknown	unknown	unknown	unknown	unknown
ASV1808	unknown	unknown	unknown	unknown	unknown
ASV1809	yes	aerobe	unknown	unknown	unknown
ASV1810	unknown	unknown	unknown	unknown	unknown
ASV1811	unknown	unknown	unknown	unknown	unknown
ASV1812	unknown	unknown	unknown	unknown	unknown
ASV1813	unknown	unknown	unknown	unknown	unknown
ASV1814	unknown	unknown	unknown	unknown	unknown
ASV1815	unknown	unknown	unknown	unknown	unknown
ASV1816	unknown	unknown	unknown	unknown	unknown
ASV1817	unknown	unknown	unknown	unknown	unknown
ASV1818	unknown	unknown	unknown	unknown	unknown
ASV1819	unknown	unknown	unknown	unknown	unknown
ASV1820	unknown	unknown	unknown	unknown	unknown
ASV1821	unknown	unknown	unknown	unknown	unknown
ASV1822	unknown	unknown	unknown	unknown	unknown
ASV1823	unknown	unknown	unknown	unknown	unknown
ASV1824	unknown	unknown	unknown	unknown	unknown
ASV1825	unknown	unknown	unknown	unknown	unknown
ASV1826	unknown	unknown	unknown	unknown	unknown
ASV1827	unknown	unknown	unknown	unknown	unknown
ASV1828	yes	unknown	negative	unknown	yes
ASV1829	unknown	unknown	unknown	unknown	unknown
ASV1830	unknown	unknown	unknown	unknown	unknown
ASV1831	unknown	unknown	unknown	unknown	unknown
ASV1832	unknown	unknown	unknown	unknown	unknown
ASV1833	unknown	unknown	unknown	unknown	unknown
ASV1834	unknown	unknown	unknown	unknown	unknown
ASV1835	unknown	unknown	unknown	unknown	unknown
ASV1836	unknown	unknown	unknown	unknown	unknown
ASV1837	unknown	unknown	unknown	unknown	unknown
ASV1838	unknown	unknown	unknown	unknown	unknown
